AudioID,ecstacy,joy,serenity,love,admiration,trust,acceptance,submission,terror,fear,apprehension,awe,amazement,surprise,distraction,disapproval,grief,sadness,pensiveness,remorse,loathing,disgust,boredom,contempt,rage,anger,annoyance,aggresiveness,vigilance,anticipation,interest,optimism,speaker ID,gender,age,ageClass,mbtiSingle,mbtiDouble,lang
413,0,0.090909091,0.181818182,0,0,0.090909091,0.090909091,0,0,0,0,0,0,0,0.136363636,0.045454545,0,0,0,0,0,0,0.045454545,0.136363636,0,0,0.090909091,0,0.090909091,0,0,0,speaker14,female,23岁,Youth,e,en,me
414,0,0.041666667,0.125,0,0.083333333,0.041666667,0,0,0,0,0,0.083333333,0,0.041666667,0.041666667,0,0,0,0.041666667,0,0,0,0.125,0,0,0.083333333,0.041666667,0.041666667,0.125,0.041666667,0.041666667,0,speaker14,female,23岁,Youth,e,en,mc
415,0,0.1,0.35,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.2,0.05,0,0,speaker11,female,23岁,Youth,e,en,ce
416,0,0.166666667,0.25,0,0,0,0.083333333,0.083333333,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0.083333333,0.041666667,0,0,0.083333333,0,0,0,0.125,0,0,speaker11,female,23岁,Youth,e,en,ce
417,0,0.090909091,0.5,0,0,0,0.045454545,0,0.045454545,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.045454545,0.045454545,0.045454545,speaker11,female,23岁,Youth,e,en,ce
418,0,0.047619048,0.333333333,0,0,0.047619048,0,0,0,0,0,0,0,0.142857143,0.142857143,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0.047619048,0,0.095238095,0.047619048,0,speaker11,female,23岁,Youth,e,en,ce
419,0.136363636,0.136363636,0.272727273,0,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0,0.045454545,0,0,0,0,0,0.090909091,0,0,0,0.090909091,0,0,0,0.045454545,0,speaker11,female,23岁,Youth,e,en,ce
420,0.15,0,0.25,0,0.1,0,0.05,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.15,0,0,speaker11,female,23岁,Youth,e,en,ce
421,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0.2,0,speaker11,female,23岁,Youth,e,en,ce
422,0.157894737,0.210526316,0.157894737,0.105263158,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0.105263158,0,speaker11,female,23岁,Youth,e,en,ce
423,0,0.15,0.3,0,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1,0,speaker11,female,23岁,Youth,e,en,me
424,0.157894737,0,0.105263158,0,0,0.157894737,0,0,0,0,0,0,0,0.105263158,0.105263158,0,0,0,0,0,0.105263158,0,0,0.105263158,0,0,0.105263158,0,0,0.052631579,0,0,speaker11,female,23岁,Youth,e,en,me
425,0.12,0,0.16,0,0,0,0,0.08,0,0,0,0.08,0,0.08,0,0,0,0.08,0.04,0,0,0.04,0.04,0.04,0,0,0.08,0.04,0,0,0,0.12,speaker11,female,23岁,Youth,e,en,me
426,0,0.125,0.125,0,0,0.125,0,0,0,0,0,0,0.125,0,0.0625,0,0,0,0,0,0,0.0625,0.1875,0,0,0.125,0,0,0.0625,0,0,0,speaker11,female,23岁,Youth,e,en,ce
427,0,0,0.285714286,0.047619048,0,0.095238095,0,0,0,0,0,0,0,0.095238095,0.095238095,0,0,0,0.047619048,0,0,0.047619048,0.047619048,0.095238095,0,0,0,0.142857143,0,0,0,0,speaker11,female,23岁,Youth,e,en,mc
428,0,0,0.227272727,0,0,0,0.090909091,0,0,0,0.090909091,0,0,0,0,0,0,0,0.045454545,0,0.090909091,0,0.090909091,0.136363636,0,0,0.090909091,0.136363636,0,0,0,0,speaker11,female,23岁,Youth,e,en,ce
429,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0,0.1,0.05,0,0.1,0.1,0,speaker11,female,23岁,Youth,e,en,me
430,0,0.095238095,0.380952381,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0.095238095,0,0.047619048,0.047619048,0.047619048,0.047619048,0,0,0.095238095,0,0.095238095,0,speaker11,female,23岁,Youth,e,en,me
431,0.047619048,0,0.333333333,0,0,0.047619048,0.047619048,0,0,0,0,0,0.095238095,0.095238095,0.095238095,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0.095238095,0.095238095,0,speaker11,female,23岁,Youth,e,en,me
432,0.05,0,0.25,0,0,0,0.05,0,0.1,0,0,0,0,0.1,0.05,0.15,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0.1,0,speaker11,female,23岁,Youth,e,en,mc
433,0,0.083333333,0.458333333,0,0,0,0,0,0,0,0,0,0,0.083333333,0.083333333,0.083333333,0,0,0,0,0,0.041666667,0,0,0,0,0.083333333,0,0,0,0.083333333,0,speaker11,female,23岁,Youth,e,en,mc
434,0.045454545,0.136363636,0.363636364,0,0,0,0.045454545,0,0,0,0,0,0,0,0.090909091,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0.090909091,0,speaker11,female,23岁,Youth,e,en,me
435,0,0.095238095,0.428571429,0,0,0,0.095238095,0,0,0,0,0,0,0.095238095,0,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0,0,0.095238095,0,0.095238095,0,speaker11,female,23岁,Youth,e,en,me
436,0.047619048,0,0.285714286,0,0,0,0,0,0,0,0.095238095,0.095238095,0,0,0.19047619,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0.047619048,0.047619048,0.095238095,0,speaker7,female,Youth,Youth,none,none,ce
437,0.045454545,0.090909091,0.227272727,0,0,0,0,0.090909091,0,0,0.090909091,0,0.045454545,0.272727273,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0.045454545,speaker12,female,25岁,Youth,none,none,mc
438,0,0.2,0.4,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0.05,0,0,0,0.1,0.05,0,speaker12,female,25岁,Youth,none,none,me
439,0,0,0.375,0,0.083333333,0,0.041666667,0,0,0,0,0,0,0,0.083333333,0,0.041666667,0,0,0,0,0,0.083333333,0,0,0,0,0.083333333,0,0.166666667,0.041666667,0,speaker12,female,25岁,Youth,none,none,me
440,0,0,0.35,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0,0.2,0,0,0.05,0,0.05,0,0,0,0,0.05,0.05,0,speaker12,female,25岁,Youth,none,none,me
441,0,0.045454545,0.409090909,0.090909091,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0.181818182,0.045454545,0,speaker11,female,23岁,Youth,e,en,ce
442,0,0.105263158,0.368421053,0,0,0.105263158,0.052631579,0,0.210526316,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,speaker11,female,23岁,Youth,e,en,ce
443,0,0.318181818,0.318181818,0,0,0,0,0,0,0,0,0.090909091,0,0.090909091,0.090909091,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,speaker11,female,23岁,Youth,e,en,ce
444,0.15,0.05,0.15,0.1,0,0.05,0,0,0,0,0,0,0,0,0.05,0.2,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.1,0,speaker11,female,23岁,Youth,e,en,ce
445,0.047619048,0.333333333,0.285714286,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619,0,0,0,0,0,0,0,0,0,0,0,0,0,speaker11,female,23岁,Youth,e,en,ce
446,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0.095238095,0,0,0,0.047619048,0,0.238095238,0,0,speaker11,female,23岁,Youth,e,en,ce
447,0.136363636,0.227272727,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0.045454545,0,0.045454545,0,0.090909091,0,0,0,0.090909091,0,0,speaker11,female,23岁,Youth,e,en,ce
448,0.115384615,0,0.153846154,0.153846154,0.076923077,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0.038461538,0.038461538,0.038461538,0.115384615,0.038461538,0,0.038461538,0.115384615,0,0.038461538,0,0,speaker11,female,23岁,Youth,e,en,ce
449,0.142857143,0,0.047619048,0,0,0,0.047619048,0,0,0,0.095238095,0,0,0.142857143,0.095238095,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0.047619048,0.142857143,0.142857143,0,0,speaker11,female,23岁,Youth,e,en,ce
450,0.136363636,0.136363636,0.227272727,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0.090909091,0.045454545,0,0,0,0,0.090909091,0,0,0,0,0,0.090909091,0.045454545,0.090909091,0,speaker11,female,23岁,Youth,e,en,ce
451,0.125,0,0.208333333,0,0.041666667,0,0,0,0,0,0.083333333,0,0,0.125,0,0,0,0.083333333,0,0.083333333,0,0,0.041666667,0,0,0,0,0.041666667,0,0.041666667,0.125,0,speaker11,female,23岁,Youth,e,en,ce
452,0,0.238095238,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.095238095,0.095238095,0,0,0.095238095,0,0.047619048,0,0.047619048,0,0,speaker11,female,23岁,Youth,e,en,ce
453,0,0.130434783,0.304347826,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0.043478261,0.043478261,0,0.130434783,0,0.086956522,0,0.130434783,0,0,speaker11,female,23岁,Youth,e,en,ce
454,0,0.315789474,0.210526316,0,0,0.105263158,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0.052631579,0,speaker11,female,23岁,Youth,e,en,ce
455,0,0.15,0.35,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.05,0,speaker11,female,23岁,Youth,e,en,ce
456,0.045454545,0,0.227272727,0,0,0,0.181818182,0,0,0,0,0.136363636,0,0.045454545,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0.136363636,0,0.090909091,0,0.045454545,0,speaker11,female,23岁,Youth,e,en,ce
457,0,0.05,0.35,0,0,0,0,0,0.1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.05,0,speaker11,female,23岁,Youth,e,en,ce
458,0.05,0.2,0.15,0.1,0,0,0,0,0,0.05,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.15,0,speaker11,female,23岁,Youth,e,en,ce
459,0.043478261,0.173913043,0.260869565,0,0,0.086956522,0.043478261,0,0,0,0,0.130434783,0,0.086956522,0,0,0.086956522,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0.043478261,0,speaker11,female,23岁,Youth,e,en,ce
460,0.047619048,0.047619048,0.142857143,0.095238095,0,0.095238095,0,0,0.095238095,0,0.095238095,0,0,0.047619048,0,0.047619048,0,0,0,0.095238095,0,0,0,0.142857143,0,0,0,0,0,0,0.047619048,0,speaker11,female,23岁,Youth,e,en,ce
461,0.15,0,0.25,0,0,0.05,0,0.1,0,0.1,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0.05,0,0,0.15,0,0,0,0,0,0,speaker11,female,23岁,Youth,e,en,ce
462,0.05,0.15,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0.15,0,0,0,0.15,0,0,speaker11,female,23岁,Youth,e,en,ce
463,0.125,0.083333333,0.083333333,0.041666667,0,0,0,0.083333333,0,0,0,0,0,0.208333333,0.041666667,0.083333333,0,0,0,0,0,0,0,0,0,0.125,0,0,0.083333333,0,0.041666667,0,speaker11,female,23岁,Youth,e,en,ce
464,0,0.052631579,0.052631579,0,0,0,0.157894737,0,0.105263158,0,0,0.105263158,0,0.210526316,0,0,0.105263158,0,0,0,0,0.105263158,0,0,0,0.052631579,0,0,0.052631579,0,0,0,speaker11,female,23岁,Youth,e,en,ce
465,0,0.105263158,0.105263158,0,0,0.052631579,0.105263158,0,0,0,0,0,0,0.157894737,0.105263158,0,0,0.105263158,0,0,0,0,0,0,0.105263158,0,0,0,0.052631579,0.052631579,0,0.052631579,speaker11,female,23岁,Youth,e,en,ce
466,0,0.15,0,0,0,0,0.05,0,0,0,0,0,0,0.15,0.15,0,0,0,0.05,0,0,0,0.05,0,0.1,0,0,0,0,0.3,0,0,speaker11,female,23岁,Youth,e,en,ce
467,0,0,0.095238095,0,0,0,0.095238095,0,0,0,0.047619048,0,0,0,0.333333333,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0.095238095,0.19047619,0,0.047619048,speaker11,female,23岁,Youth,e,en,ce
468,0,0.083333333,0.083333333,0,0,0,0.125,0,0,0.083333333,0.083333333,0.125,0,0,0.041666667,0,0,0,0,0,0.083333333,0,0,0,0,0,0.041666667,0,0,0.083333333,0.125,0.041666667,speaker11,female,23岁,Youth,e,en,ce
469,0,0.16,0.08,0.08,0,0.04,0.04,0.04,0,0,0,0.04,0,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.12,0.16,0,speaker11,female,23岁,Youth,e,en,ce
470,0,0,0.285714286,0.095238095,0,0,0,0,0,0,0,0.047619048,0,0,0.095238095,0,0,0,0.047619048,0,0.095238095,0.095238095,0.047619048,0,0,0,0,0.047619048,0,0,0.142857143,0,speaker11,female,23岁,Youth,e,en,ce
471,0,0.1,0.1,0,0,0.15,0.05,0,0,0,0,0.05,0,0,0.2,0,0,0.1,0,0,0,0,0.05,0,0,0.1,0,0,0.1,0,0,0,speaker11,female,23岁,Youth,e,en,ce
472,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.05,0,0,0,0.1,0.1,0.1,0.05,0.1,0.1,0,0,0.15,0,0,0.05,0,0,speaker11,female,23岁,Youth,e,en,ce
473,0,0,0.142857143,0,0,0.142857143,0,0,0,0.095238095,0,0.095238095,0,0,0,0.095238095,0,0,0,0,0,0.047619048,0.095238095,0.047619048,0,0.142857143,0,0.095238095,0,0,0,0,speaker11,female,23岁,Youth,e,en,ce
474,0,0.095238095,0.142857143,0,0,0,0,0,0,0,0.19047619,0,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0.142857143,0,0.047619048,0,0.238095238,0,0,0,0,speaker11,female,23岁,Youth,e,en,ce
475,0,0,0.19047619,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0.047619048,0,0,0.19047619,0,0,0,0.047619048,0,0.19047619,0.095238095,0.095238095,0,0,speaker11,female,23岁,Youth,e,en,ce
476,0,0,0.2,0,0,0,0,0,0.08,0,0.08,0,0.08,0.12,0,0.04,0.08,0,0,0,0,0.08,0.04,0,0,0,0.04,0,0.04,0.12,0,0,speaker11,female,23岁,Youth,e,en,ce
477,0,0.1,0.25,0,0,0,0,0,0,0.1,0,0.1,0,0.05,0,0,0,0,0,0,0,0.1,0.05,0.05,0,0.1,0.1,0,0,0,0,0,speaker11,female,23岁,Youth,e,en,ce
478,0,0,0.333333333,0,0.047619048,0,0,0,0,0,0,0,0.19047619,0.095238095,0.095238095,0,0,0,0,0,0,0,0.047619048,0.095238095,0,0,0,0,0,0.095238095,0,0,speaker11,female,23岁,Youth,e,en,ce
479,0,0.095238095,0.380952381,0,0,0.047619048,0,0,0,0,0,0,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0.142857143,0.047619048,0,0,0,0.095238095,0,0,0,0.047619048,speaker11,female,23岁,Youth,e,en,ce
480,0.095238095,0.047619048,0.380952381,0.095238095,0,0.095238095,0,0,0,0.095238095,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,speaker11,female,23岁,Youth,e,en,ce
481,0.086956522,0.086956522,0.304347826,0,0,0.043478261,0.043478261,0.086956522,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0.130434783,0.043478261,0,speaker11,female,23岁,Youth,e,en,ce
482,0.095238095,0.047619048,0.285714286,0,0,0.095238095,0,0,0.095238095,0,0,0,0,0,0,0,0,0.095238095,0.095238095,0,0.095238095,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,speaker11,female,23岁,Youth,e,en,ce
483,0,0.05,0.4,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.05,0,speaker11,female,23岁,Youth,e,en,ce
484,0,0.15,0.25,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.15,0,0,0,0,0.05,speaker11,female,23岁,Youth,e,en,ce
485,0,0.25,0.4,0,0,0.05,0.05,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.1,0,0,0,speaker11,female,23岁,Youth,e,en,ce
486,0,0,0.5,0,0,0,0.136363636,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0.045454545,0.045454545,speaker11,female,23岁,Youth,e,en,ce
487,0,0.1,0.35,0.1,0.05,0,0.15,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0,speaker11,female,23岁,Youth,e,en,ce
488,0,0.095238095,0.571428571,0,0,0,0.095238095,0,0,0,0.095238095,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,speaker11,female,23岁,Youth,e,en,ce
489,0,0,0.5,0,0,0.136363636,0.045454545,0,0,0.090909091,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0.045454545,0.045454545,speaker11,female,23岁,Youth,e,en,ce
490,0,0,0.428571429,0.095238095,0,0,0.142857143,0,0,0,0,0.047619048,0,0,0.047619048,0.095238095,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0.047619048,0,speaker11,female,23岁,Youth,e,en,ce
491,0,0.166666667,0.333333333,0,0,0.041666667,0,0.125,0,0,0,0,0,0,0.083333333,0,0,0.041666667,0,0,0,0,0,0,0,0,0.041666667,0.041666667,0.083333333,0,0.041666667,0,speaker11,female,23岁,Youth,e,en,ce
492,0,0.3,0.4,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.05,0,0,speaker11,female,23岁,Youth,e,en,ce
493,0,0,0.5,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,speaker12,female,25岁,Youth,none,none,mc
494,0.1,0.05,0.25,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1,0.05,0,0,0.1,0,0,0,0,0,0,0,0.1,0.05,0,speaker12,female,25岁,Youth,none,none,me
495,0.08,0.08,0.24,0.08,0,0,0.08,0,0,0.08,0,0,0,0.08,0.08,0,0,0,0.08,0,0,0,0,0.04,0.04,0,0,0,0,0,0.04,0,speaker12,female,25岁,Youth,none,none,ce
496,0,0.136363636,0.227272727,0,0,0,0,0.090909091,0,0,0.136363636,0,0,0.045454545,0.045454545,0,0,0,0,0,0,0,0.045454545,0,0.136363636,0,0,0,0,0.136363636,0,0,speaker12,female,25岁,Youth,none,none,me
497,0,0.208333333,0.166666667,0,0,0,0,0,0,0,0,0,0.083333333,0.041666667,0.083333333,0,0.083333333,0,0,0,0,0,0,0.041666667,0.041666667,0,0,0.083333333,0,0,0.166666667,0,speaker12,female,25岁,Youth,none,none,me
498,0,0.210526316,0.315789474,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0.105263158,0,0.105263158,0.052631579,0,speaker12,female,25岁,Youth,none,none,me
499,0,0.19047619,0.19047619,0,0,0.095238095,0,0,0,0,0,0,0,0.095238095,0,0.142857143,0,0.095238095,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0.095238095,0,0,speaker12,female,25岁,Youth,none,none,me
500,0,0.285714286,0.285714286,0,0,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0.095238095,0,0,0,0,speaker12,female,25岁,Youth,none,none,me
501,0,0.16,0.44,0,0,0.08,0,0,0,0.04,0,0,0.04,0.12,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,speaker12,female,25岁,Youth,none,none,me
502,0,0.181818182,0.227272727,0,0.136363636,0,0.045454545,0.045454545,0,0,0,0,0,0,0.181818182,0,0.090909091,0,0.045454545,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,speaker12,female,25岁,Youth,none,none,me
503,0,0,0.25,0,0,0.25,0.05,0,0.05,0,0.1,0,0,0,0.1,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,speaker12,female,25岁,Youth,none,none,me
504,0,0.090909091,0.318181818,0,0,0.181818182,0,0,0.045454545,0,0.045454545,0,0,0.090909091,0.090909091,0.090909091,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,speaker12,female,25岁,Youth,none,none,mc
505,0,0.041666667,0.208333333,0,0,0.166666667,0.208333333,0,0,0,0,0.083333333,0,0,0.083333333,0,0.083333333,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0.083333333,0,speaker12,female,25岁,Youth,none,none,mc
506,0,0,0.181818182,0.090909091,0.090909091,0.045454545,0.272727273,0.136363636,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.045454545,0,0,speaker15,female,Youth,Youth,e,en,ce
507,0,0.045454545,0.136363636,0,0,0,0.227272727,0,0,0,0.090909091,0,0,0,0.090909091,0,0.090909091,0,0,0,0,0,0.045454545,0.090909091,0.090909091,0,0,0,0,0.045454545,0.045454545,0,speaker15,female,Youth,Youth,e,en,ce
508,0.105263158,0,0.105263158,0,0,0,0.263157895,0.105263158,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.105263158,0,0,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0,speaker15,female,Youth,Youth,e,en,ce
509,0,0,0.041666667,0,0,0.166666667,0.083333333,0.083333333,0,0.083333333,0,0.083333333,0,0.166666667,0,0,0,0.041666667,0,0,0,0,0.125,0.041666667,0,0.041666667,0,0,0,0,0.041666667,0,speaker15,female,Youth,Youth,e,en,ce
510,0.095238095,0.285714286,0.095238095,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0.095238095,0,0,0,0.095238095,0,0.047619048,0.095238095,0,0.047619048,0,0.047619048,0,0.047619048,0,0,speaker15,female,Youth,Youth,e,en,ce
511,0,0.1,0.35,0,0,0,0.15,0.1,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.05,0,0,0,speaker16,female,Youth,Youth,none,none,ce
512,0,0.052631579,0.368421053,0.105263158,0,0.157894737,0.105263158,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,speaker16,female,Youth,Youth,none,none,ce
513,0,0.2,0.35,0,0,0.05,0.05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,speaker16,female,Youth,Youth,none,none,ce
514,0,0,0.380952381,0,0,0.095238095,0.047619048,0,0.095238095,0,0.095238095,0,0.047619048,0,0.142857143,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0,speaker16,female,Youth,Youth,none,none,ce
515,0,0.2,0.25,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0.1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.05,0,speaker16,female,Youth,Youth,none,none,ce
516,0,0,0.380952381,0,0.095238095,0,0.047619048,0,0,0,0.095238095,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0,0,0.142857143,0,0.047619048,0.095238095,0,0,speaker16,female,Youth,Youth,none,none,ce
517,0,0.047619048,0.380952381,0.095238095,0,0.047619048,0.047619048,0,0,0,0.19047619,0,0,0.047619048,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,speaker16,female,Youth,Youth,none,none,ce
518,0,0,0.5,0,0,0.15,0,0,0.1,0.05,0,0,0,0,0.05,0,0,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,speaker16,female,Youth,Youth,none,none,ce
519,0,0.19047619,0.380952381,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0.095238095,0.095238095,0,0,0.047619048,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,speaker16,female,Youth,Youth,none,none,ce
520,0.05,0.15,0.35,0,0,0.05,0.1,0.1,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.05,0,0,0,speaker16,female,Youth,Youth,none,none,ce
521,0,0.1,0.35,0,0,0.05,0.05,0.05,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,speaker16,female,Youth,Youth,none,none,ce
522,0.25,0,0.3,0,0,0,0.05,0.1,0,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0.1,0,0,0.05,0,0,0,0,0,0,0,speaker16,female,Youth,Youth,none,none,ce
523,0.19047619,0,0.238095238,0,0,0.047619048,0.095238095,0,0,0,0,0,0,0.19047619,0.095238095,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0.047619048,0,speaker16,female,Youth,Youth,none,none,ce
524,0,0,0.333333333,0,0,0,0,0,0,0.111111111,0,0,0,0.055555556,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0,0.111111111,0.111111111,0,0.166666667,0,speaker17,male,Youth,Youth,none,none,me
525,0.19047619,0.095238095,0.095238095,0,0.095238095,0,0.047619048,0,0,0.047619048,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.095238095,0.142857143,0,speaker17,male,Youth,Youth,none,none,me
526,0,0.052631579,0.421052632,0,0,0,0,0,0,0,0,0.105263158,0,0.105263158,0.105263158,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.105263158,0,0.052631579,0,speaker17,male,Youth,Youth,none,none,me
527,0.272727273,0.136363636,0.090909091,0,0.045454545,0,0,0,0,0,0.045454545,0,0,0.090909091,0.090909091,0.045454545,0,0.045454545,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0.045454545,0,speaker17,male,Youth,Youth,none,none,me
528,0.25,0.041666667,0.208333333,0,0,0,0,0,0,0,0,0,0,0.041666667,0.041666667,0,0,0.041666667,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0.041666667,0,0,0.166666667,speaker17,male,Youth,Youth,none,none,me
529,0.111111111,0,0.222222222,0,0,0,0,0.111111111,0,0.055555556,0,0,0.055555556,0.055555556,0.111111111,0,0,0,0.111111111,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,speaker18,male,Youth,Youth,none,none,me
